,Condition,Average Attention Score
5434,Craniosynostosis,
5435,Paediatric emergency department presentation,
5436,Oral Complications,
5437,Mortality,
5438,Postprandial Lipemia,
5439,Secondary Acute Myeloid Leukemia,
5440,Cervical Dystonia,
5441,Ankylosing Spondylitis,
5442,Factor IX Deficiency,
5443,Recurrent B-Cell Non-Hodgkin Lymphoma,
5444,Human Milk,
5445,Hepatitis C Virus (HCV),
5446,Mediastinal B-cell Lymphoma,
5447,Angioedema,
5448,Management and Epidemiology of Patients Admitted in ICU,
5449,Endoscopic Submucosal Dissection,
5450,Systemic Mast Cell Activation,
5451,Abdominal Aortic Aneurysm >= 5.5 Centimeters in Male (Disorder),
5452,Relapsed/Refractory Peripheral T-cell Lymphoma,
5453,Low Grade Serous Adenocarcinoma of Ovary,
5454,Viral Hepatitis B,
5455,Intraoperative Blood Loss,
5456,Rhinitis allergic,
5457,Acute myocardial infarction,
5458,Diabetic Nephropathies,
5459,Sinus Node Dysfunction,
5460,Goiter,
5461,Proximal DVT,
5462,Vaginal Dryness,
5463,Lipoprotein Lipase Deficiency,
5464,Work of Breathing,
5465,Osteofibrous Dysplasia,
5466,Frenulum Breve,
5467,Respiratory System Mechanics,
5468,Abdominal Sepsis,
5469,DENTOFACIAL ANOMALIES INCLUDING MALOCCLUSION,
5470,Myelofibrosis With Myeloid Metaplasia,
5471,Postoperative Respiratory Complications,
5472,Primary Open-angle Glaucoma,
5473,Thoracic Diseases,
5474,Trochanteric Syndrome,
5475,Post-traumatic Arthritis,
5476,Acid-Base Imbalance,
5477,Asialia,
5478,Aneurysmal Bone Cysts,
5479,Risk Reduction,
5480,RCC,
5481,Headaches Chronic,
5482,Systemic sclerosis,
5483,Metastases to pleura,
5484,Cardiac disorders,
5485,Gastrointestinal surgery,
5486,Urothelial carcinoma,
5487,Trauma,
5488,Lymphorrhea,
5489,Cancer Pain,
5490,Metastasis,
5491,Prostheses and Implants,
5492,Surgical Wound Infection,
5493,Carcinoma Prostate,
5494,Myeloid Malignancies,
5495,Splanchnic Vein Thrombosis,
5496,Fibromyalgic Sindrome,
5497,Hypopnea Syndrome,
5498,Personality Disorders,
5499,Postoperative Pulmonary Atelectasis,
5500,Brachial Plexus Injury,
5501,CKD,
5502,Diagnosis,
5503,Lung Transplant Failure,
5504,Colon neoplasm,
5505,Operative haemorrhage,
5506,Premature baby,
5507,Lymphoproliferative Disorder,
5508,"Epilepsy, Primary Generalized Tonic-Clonic Seizures",
5509,Type-2 Diabetes,
5510,Dialysis Related Complication,
5511,Dyspraxia,
5512,Vulvovaginal Atrophy,
5513,Splenic Marginal Zone Lymphoma,
5514,"Upper Extremity Deep Vein Thrombosis, Secondary",
5515,Vagina,
5516,Chronic Myeloid Leukemia (CML),
5517,Scars,
5518,Mismatch Repair Protein Proficient,
5519,Perianal Crohns Disease,
5520,Small cell lung cancer metastatic,
5521,Cirrhosis liver,
5522,Retinopathy of prematurity (ROP),
5523,Gastroesophageal reflux,
5524,Intesive Care,
5525,Sepsis of the Newborn,
5526,Neurogenic Bowel,
5527,T-Cell Lymphoma Relapsed,
5528,"Metastases, Neoplasm",
5529,Acute Graft-versus-host Disease,
5530,Accelerated Phase Chronic Myeloid Leukemia,
5531,Locally Advanced Cancer,
5532,Suture Line Buttressing,
5533,High-risk MDS,
5534,"Thrombosis, Venous",
5535,Blood Cancer,
5536,COPD (Chronic Obstructive Pulmonary Disease) With Acute Lower Respiratory Infection,
5537,GRIN-related Disorders,
5538,Thrombotic stroke,
5539,Neuroendocrine carcinoma metastatic,
5540,Sentinel node biopsy,
5541,Non-small cell lung cancer stage III,
5542,Catheter dysfuntion,
5543,Hypertension in Pregnancy,
5544,Implantable Defibrillator,
5545,Stable Coronary Artery Disease,
5546,Thymic Carcinoma,
5547,"Carcinoma of Urinary Bladder, Superficial",
5548,Multiple Trauma,
5549,Lung Transplantation,
5550,Idiopathic Scoliosis,
5551,Colonic Polyp,
5552,Elastography,
5553,Metastatic Castration-resistent Prostate Cancer,
5554,Impairment,
5555,Pre-Term,
5556,Eosinophilic Colitis,
5557,Convulsive status epilepticus,
5558,Neuromuscular weakness,
5559,Tooth disorder,
5560,G20 - Parkinson disease,
5561,COVID-19 (SARS-CoV-2 infection) in health-care-workers and oncological/immunocompromised patients,
5562,Pocket Hematoma and Bleeding,
5563,Peripheral Nerve Injury (PNI),
5564,Stroke Acute,
5565,Pancreatic Tumours,
5566,"Brainstem Glioma, Pediatric",
5567,Hepatocellular Cancer,
5568,Surgery--Complications,
5569,Hematoma,
5570,Myeloid Dysplastic Syndrome,
5571,Solid Pancreatic Neoplasms,
5572,Recurrent Lung Adenocarcinoma,
5573,Pediatric Philadelphia Chromosome-positive Acute Lymphoblastic Leukemia (Ph+ALL),
5574,Pelvic Girdle Pain,
5575,"Amyloid Cardiomyopathy, Transthyretin-Related",
5576,"Sarcoma,Soft Tissue",
5577,Metastatic Differentiated Thyroid Cancer,
5578,Distress,
5579,Congenital HIV infection,
5580,Bicuspid aortic valve,
5581,Carbamoyl phosphate synthetase deficiency,
5582,Skin cancer,
5583,Cognitive impairment,
5584,Malignant breast neoplasm,
5585,Cardiac surgery,
5586,Retinopathy of Prematurity,
5587,Aortic Aneurysm,
5588,Sedation in Intensive Care,
5589,Spindle Cell Sarcoma of Bone,
5590,FBSS,
5591,Nasal Congestion,
5592,Colonic Neoplastic Emergencies,
5593,Colectomy,
5594,"Still Disease, Juvenile Onset",
5595,Moderate Hereditary Factor VIII Deficiency Disease Without Inhibitor,
5596,Cancer Induced Bone Pain,
5597,Vascular Access,
5598,Diaphragm Injury,
5599,Poor Grade Subarachnoid Hemorrhage,
5600,Pantothenate Kinase-associated Neurodegeneration (PKAN),
5601,Indolent B-Cell Non-Hodgkin Lymphoma,
5602,Aortic Stenosis With Bicuspid Valve,
5603,Italian Forgotten Joint Score,
5604,ACL,
5605,Traumatic Brain Injury With Loss of Consciousness,
5606,Type 2 diabetes mellitus,
5607,Lichen sclerosus,
5608,Neutropenia,
5609,Coronary Restenosis,
5610,Respiratory Insufficiency,
5611,Critical Limb Ischemia,
5612,"Lymphoma, B-Cell",
5613,Human Papillomavirus Infection,
5614,Glucocorticoid-induced Osteoporosis,
5615,"Acute Lymphoblastic Leukemia, Pediatric",
5616,"Bronchiolitis, Viral",
5617,Caregivers,
5618,Kidney Transplant Rejection,
5619,Artificial Intelligence,
5620,Renal Aneurysm,
5621,Ventilation Therapy,
5622,Diaphyseal Fracture,
5623,Protein,
5624,DLBCL - Diffuse Large B Cell Lymphoma,
5625,Larynx Cancer,
5626,Malignant soft tissue sarcoma,
5627,Essential arterial hypertension,
5628,Respiratory Syncytial Virus Infections,
5629,Esophageal Varices,
5630,Individuals With Suspected Colorectal Disease,
5631,Microvascular Breast Flap in Plastic Surgery,
5632,Aspiration Pneumonia,
5633,Colon Nos Polypectomy Tubular Adenoma,
5634,Aortic Regurgitation,
5635,Solid Malignant Tumors,
5636,Wilms Tumor,
5637,Coma,
5638,Patient Discharge,
5639,Congenital Heart Disease,
5640,"Endometriosis, Sigmoid",
5641,Healing Surgical Wounds,
5642,Non-muscle Invasive Bladder Cancer,
5643,Children With Special Health Needs,
5644,Dental implants,
5645,Congenital Malformations,
5646,Helicobacter Pylori Infection,
5647,Hyaline Membrane Disease,
5648,Degenerative Disc Disease,
5649,Meniscectomy,
5650,Device Related Infection,
5651,Nonceliac Gluten Sensitivity,
5652,Endoscopic Ultrasound,
5653,Achondroplasia,
5654,Anterior Cruciate Ligament Injury,
5655,Multi Drug Resistant Organisms,
5656,Evaluate the Safety and Useability of the ODOCOR II Intra-cardiac Lead,
5657,Bladder Carcinoma in Situ (CIS),
5658,Manikin,
5659,Herpesviridae Infections,
5660,Metastatic Microsatellite-stable Colorectal Cancer,
5661,Psychological,
5662,Chronic Hepatitis D,
5663,"Arrhythmias, Cardiac",
5664,Device Upgrade,
5665,Frail Elderly,
5666,Pancreatic Cystic Neoplasms,
5667,PDGFR-Alpha D842V,
5668,Inpatient,
5669,Smoker Lung,
5670,Chronic Nonbacterial Osteomyelitis,
5671,Appetitive Behavior,
5672,AAT9,
5673,"Weakness, Muscle",
5674,Musculoskeletal Disorder,
5675,HPV 16 Positive Oropharyngeal Tumors (OPC),
5676,Genitourinary neoplasms malignancy and gender unspecified,
5677,Pneumococcus infection in conditions classified elsewhere and of unspecified site,
5678,Male sterility,
5679,Drug/Agent Toxicity by Tissue/Organ,
5680,Valvular Heart Disease,
5681,Advanced Non Small Cell Lung Cancer,
5682,"Optic Nerve Sheath Tumors, Benign",
5683,Indolent B-cell Lymphoma,
5684,Recurrent Angina After Coronary Stent Placement,
5685,EGFR Mutation Positive Non Small Cell Lung Cancer,
5686,"Meningitis, Bacterial",
5687,Risk Management,
5688,Birth Hypoxia,
5689,Vocal Cord Dysfunction,
5690,Elbow Disease,
5691,Liver Transplant Failure,
5692,Indolent Non-Hodgkin Lymphoma,
5693,Autism Spectrum Disorder,
5694,B-Cell Malignancies,
5695,Sleep Apnea Syndromes,
5696,Isthmocele,
5697,Moderate Hemophilia A,
5698,Lumbar Spine Disease,
5699,"Neoplasms, Breast",
5700,Haemorrhoid Inflammation,
5701,Superior Cluneal Nerve Entrapment,
5702,Hyperphosphatemia,
5703,HER2 positive breast cancer,
5704,Pregnancy-Induced Diabetes,
5705,Follicle Center Lymphoma,
5706,Refractory Cold Agglutinin Disease,
5707,Diabetes Mellitus Type 1,
5708,Orthopedic Disorders,
5709,Acute Mesenteric Ischemia,
5710,"No Condition, Focus: Metabolites of Alcohol Consumption",
5711,Prosthesis Failure,
5712,Myocarditis Acute,
5713,"Agitation,Psychomotor",
5714,Primary Headache Disorder,
5715,Postoperative Ileus,
5716,Bone Defects,
5717,Local Cancer,
5718,Del(5Q),
5719,Hypertension Intracranial,
5720,Respiratory Tract,
5721,Inspired oxygen fraction as a predictor of need for surfactant in respiratory distress syndrome of preterm neonates,
5722,Aortic Dissection Involving the Descending Thoracic Aorta,
5723,Metastatic or Locally Advanced Breast Cancer,
5724,Renal Failure,
5725,Relapsed or Refractory Chronic Lymphocytic Leukemia,
5726,Acute CHF,
5727,Lactation,
5728,Neoplasms Undergoing Chemotherapy,
5729,Patellar Tendinopathy,
5730,Aortic Valve Disorder,
5731,Central Nervous System Bacterial Infections,
5732,Tetralogy of Fallot,
5733,"Monitoring, Intraoperative",
5734,Patellofemoral Osteoarthritis,
5735,Anaerobic Threshold,
5736,NonSegmental Vitiligo,
5737,Gastrointestinal disorders,
5738,Haemophilia,
5739,"Hepatitis, Viral, Human",
5740,Uremia,
5741,Apneas,
5742,Culprit Plaque,
5743,Chemotherapy-Induced Nausea and Vomiting,
5744,Mitral Valve Regurgitation,
5745,Rehabilitation,
5746,Colorectal Disorders,
5747,"Dentofacial Anomalies, Including Malocclusion",
5748,Cardiac Amyloidosis,
5749,Iron Overload,
5750,Aortic Valve Regurgitation,
5751,Urinary Bladder Cancer,
5752,Urothelial Carcinoma Bladder,
5753,Melatonin Deficiency,
5754,Quality of Care During Childbirth,
5755,Pneumomediastinum,
5756,HHV8 Infection,
5757,Herpes Simplex 1,
5758,NSCLC Stage IV,
5759,Circadian Rhythms Photoentrainment,
5760,"Tumor, Solid",
5761,Molecular Diagnostic,
5762,REM Sleep Behavior Disorder,
5763,Creutzfeldt-Jakob disease,
5764,Amyotrophic lateral sclerosis (ALS),
5765,Diverticulitis,
5766,Group B Streptococcus,
5767,Acute Spinal Cord Injury of Traumatic Origin (tSCI),
5768,Chronic Myeloproliferative Neoplasms,
5769,Moli-sani Subjects,
5770,Differentiated Thyroid Cancer,
5771,Multimorbidity,
5772,Newborns,
5773,Haemophilia A,
5774,Desaturation of Blood,
5775,Ileostomy,
5776,Colorectal cancer,
5777,Heart failures,
5778,Metastatic gastric cancer,
5779,Stage IV Resectable Melanoma,
5780,OSTEOSARCOMA,
5781,"Cirrhoses, Liver",
5782,Anxiety Disorder,
5783,Sedation Complication,
5784,Craniocerebral Trauma,
5785,Posttraumatic Arthrosis After Humeral Head Fracture,
5786,Wound Heal,
5787,Genetic Disease,
5788,Cortisol Excess,
5789,Childhood Obesity,
5790,"Patients after supratentorial stroke with neurogenic dysphagia who need mechanical ventilation support initially but are weaned from this support and who are tracheotomised thereafter to reduce potential complications, but the tracheal tube cannot be removed due to ongoing swallowing problems and risks for penetration and aspiration of saliva",
5791,"Genetic, behavioural and environmental risk factors of metabolic syndrome in people treated with antipsychotics (schizophrenia, bipolar disorder, neurodevelopmental disorder)",
5792,Leg Spasticity,
5793,Hospitalization,
5794,Untreated Philadelphia Positive Acute Lymphoblastic Leukemia,
5795,Chemotherapy Induced Nausea and Vomiting,
5796,Brain Disease,
5797,Stage IV Colorectal Cancer,
5798,Locally Advanced Renal Cell Carcinoma,
5799,Patients Reported Outcomes,
5800,Oral Cavity Squamous Cell Carcinoma,
5801,Neurological Prognosis Cardiac Arrest,
5802,Primary Prevention,
5803,Adrenal,
5804,Newborn,
5805,Mild-to-moderate Ulcerative Colitis,
5806,Barotrauma,
5807,Crohn's Ileocolitis,
5808,Mother-Infant Interaction,
5809,Scar Itching,
5810,"Infection, Upper (Acute)",
5811,Intractable epilepsy,
5812,Gastroesophageal cancer,
5813,Meconium aspiration syndrome,
5814,Optic Nerve Diseases,
5815,Long-term Effects Secondary to Cancer Therapy in Children,
5816,Hemosiderosis,
5817,Kidney Transplant,
5818,Cicatrix,
5819,Interstitial Cystitis,
5820,Xerostomia,
5821,Chronic Graft Versus Host Disease,
5822,Transplantation,
5823,Stage IVB Colorectal Cancer,
5824,"Hypersensitivity, Milk",
5825,Acquired Immunodeficiency,
5826,GDM Screening During COVID Pandemic,
5827,Post-Surgical Complication,
5828,Liver and Intrahepatic Bile Duct Disorder,
5829,Psychiatric disorders,
5830,Fractures,
5831,Laparotomy,
5832,Elderly Patients (>65 Years),
5833,Secondary Hyperparathyroidism,
5834,Anterior Cruciate Ligament Reconstruction,
5835,Metastatic Melanoma Stage IV,
5836,Spinocerebellar Ataxia,
5837,PAD,
5838,Drug Prescriptions,
5839,Severe Hemophilia A,
5840,Amenorrhoea,
5841,Hepatic cirrhosis,
5842,Relapsing Idiopathic Retroperitoneal Fibrosis,
5843,Progressive bulbar palsy (PBP),
5844,Pseudoexfoliative secondary glaucoma,
5845,JIA,
5846,B-ALL,
5847,Germ Cell Tumors,
5848,Single Level Stable Thoracolumbar Fracture Type AO A3,
5849,Efficacy of Hemopatch in Controlling of Postoperative Bleeding or Reducing of Postperative Morbidity After Laparoscopic Cholecistectomy,
5850,Perforated Gastro-duodenal Ulcers,
5851,Neuro: Cerebrovascular Accident,
5852,Cluster Headache,
5853,Propionic Acidemia,
5854,"Leukemia, Chronic Myeloid",
5855,Central Nervous System Infections,
5856,Hypochondroplasia,
5857,Delayed Delivery After Spontaneous or Unspecified Rupture of Membranes,
5858,Postmenopause,
5859,PDA Repair patent ductus arteriosus,
5860,Cardiac arrhythmia,
5861,Autoimmune Hemolytic Disease (Cold Type) (Warm Type),
5862,"Epilepsy, Partial Seizures",
5863,Esophageal Pressure Measurement,
5864,Multi Vessel Coronary Artery Disease,
5865,Pancreatic Carcinoma Stage III,
5866,Recurrent Invasive Borderline Serous Ovarian Cancer,
5867,Non Culprit Plaque,
5868,End Stage Liver Disease,
5869,Non Definite IPF,
5870,Antithrombotic Drugs,
5871,VTE Prophylaxis With Anticoagulation After Total Knee Replacement Surgery,
5872,Brugada Syndrome 1S,
5873,Sleep Disorder,
5874,"Cluster Headache, Episodic",
5875,Cutaneous T-Cell Lymphoma Refractory,
5876,Subtrochanteric Fractures,
5877,Abdominal,
5878,Thymus Neoplasms,
5879,Thryoid neoplasia,
5880,Viral hepatitis C,
5881,Total Coronary Occlusion,
5882,Bradycardia-Tachycardia Syndrome,
5883,Parenteral Nutrition,
5884,Tube Feeding,
5885,Hiv,
5886,Non-Tuberculous Mycobacterial Pneumonia,
5887,Eye disorders,
5888,Diffuse large B-cell lymphoma,
5889,Adrenal carcinoma,
5890,Non-small cell lung cancer stage IV,
5891,Thrombophlebitis,
5892,Coronary Artery Stenosis,
5893,Large Bowel Cancer,
5894,Head-and-neck Squamous Cell Carcinoma,
5895,Neurally Adjusted Ventilatory Assist,
5896,Localized Osteosarcoma,
5897,"Arthroplasty, Replacement, Shoulder",
5898,Non-celiac Gluten Sensitivity,
5899,Evaluation,
5900,PCOS,
5901,Atrial Fibrillation New Onset,
5902,Fine-needle Aspiration,
5903,Carcinoma in Situ of Bladder,
5904,"Pneumonia, Pneumococcal",
5905,Cetuximab,
5906,Thyroxine decreased,
5907,Carcinoma of Unknown Primary,
5908,"Heart Failure, Congestive",
5909,Tracheostomy,
5910,Secondary Peritoneal Neoplasm,
5911,Maternal Oral Hydration,
5912,Advanced Solid Tumors Amenable to Anthracycline Therapy,
5913,Premedication,
5914,Colon Cleansing,
5915,Procedural Pain Relief,
5916,Gilles de la Tourette Syndrome,
5917,FLT3-TKD Mutation,
5918,Other Solid Tumors With Evidence of Activating RET Alteration,
5919,Lower Limb or Combined Lower Limb and Upper Limb Spasticity Due to Stroke or Traumatic Brain Injury,
5920,Shoulder Instability,
5921,Oncology,
5922,Nausea Gravidarum,
5923,"Spasms, Infantile",
5924,Diaphragm Disease,
5925,"Malalignment, Bone",
5926,Periprosthetic bone loss / total hip arthroplasty,
5927,Exocrine Pancreatic Insufficiency,
5928,ST-segment Elevation Myocardial Infarction,
5929,Partial Seizures,
5930,Phase 1 Sickle Cell,
5931,"Tremor, Limb",
5932,Thrombotic Disease,
5933,Giant Cell Tumor of Bone,
5934,Human Immunodeficiency Virus (HIV),
5935,Phelan-McDermid Syndrome,
5936,Kidney Transplantation in Highly Sensitized Patients,
5937,Comorbidities and Coexisting Conditions,
5938,Hepatic cancer stage II,
5939,Ewings sarcoma,
5940,Haemangioma congenital,
5941,Extragonadal Germ Cell Tumor,
5942,Shwachman-diamond Syndrome,
5943,Female Breast Neoplasms,
5944,Wounds,
5945,Gout,
5946,"Anesthesia, Epidural",
5947,Hospital Infection,
5948,"Mesothelioma, Malignant",
5949,Enhanced Recovery After Surgery,
5950,Hip Arthropathy,
5951,Patients Presenting With Suspicion of Infection to the ED,
5952,Disinfecting Cap,
5953,Type 2 Diabetes Treated With Insulin,
5954,KRAS P.G12C,
5955,Exudative senile macular degeneration of retina,
5956,Central venous catheterisation,
5957,Amyloidosis senile,
5958,"Colonoscopy for screening, surveillance, or diagnosis of colorectal cancer",
5959,Chronic Periaortitis,
5960,Medical,
5961,Recurrent High Grade Meningioma,
5962,Brain Ischemia,
5963,Out-Of-Hospital Cardiac Arrest,
5964,"Carcinoma of the Cervix, Stage IVB",
5965,Maternal Cytomegalovirus Infection,
5966,Popliteal Artery Stenosis,
5967,Relapsed or Refractory Solid Tumors,
5968,Coronary Physiology,
5969,Diabetic Kidney Disease (DKD),
5970,Schizophrenic,
5971,Gender,
5972,PALB2 Gene Mutation,
5973,Endometrial Hyperplasia,
5974,Influenza,
5975,Isolated Distal DVT,
5976,Inappropriate Phrenic Nerve Stimulation,
5977,Refractory Ewing Sarcoma,
5978,Nutritional and Metabolic Diseases,
5979,Periodontal Diseases,
5980,Antifungal Agents,
5981,Neonatal Respiratory Distress Syndrome,
5982,Pulmonary Rehabilitation,
5983,Blast Phase Chronic Myeloid Leukemia,
5984,"Pain, Nerve",
5985,Stage II Colon Cancer,
5986,Heart Failure With Mid Range Ejection Fraction,
5987,Pregnancy Loss,
5988,Metabolism and nutrition disorders,
5989,Bipolar disorder,
5990,CADASIL,
5991,Vascular Access Complication,
5992,Bone Tumor,
5993,Cholangiocellular Carcinoma,
5994,Parenting,
5995,Cerebrospinal Fluid,
5996,Angiomatoid Fibrous Histiocytoma,
5997,Relapsed Non-Hodgkin Lymphoma,
5998,Bipolar Depression,
5999,Fenugreek Hypersensitivity - Cross-reactivity - Food Allergy,
6000,"Macular Degeneration, Senile",
6001,Coronary angioplasty,
6002,Pneumonia bacterial,
6003,Advanced stage cirrhosis,
6004,Primary immunodeficiency,
6005,"Hemoglobinuria, Paroxysmal",
6006,Partial Epilepsy,
6007,Hematopoietic Stem Cell Transplantation,
6008,Acute Lung Injury (ALI),
6009,Bacterial Infections,
6010,Cerebral Arteriovenous Malformation,
6011,Pediatric Respiratory Diseases,
6012,Radiology,
