,Trial ID,Title,Altmetric Attention Score,Condition
4648,NCT04893785,"A Phase II Single Arm Interventional Trial Evaluating the Activity and Safety of Combination Between Cabozantinib and Temozolomide in Lung and GEP-NENS Progressive After Everolimus, Sunitinib or PRRT (CABOTEM)",1.0,Lung Neuroendocrine Neoplasm
4649,NCT04893785,"A Phase II Single Arm Interventional Trial Evaluating the Activity and Safety of Combination Between Cabozantinib and Temozolomide in Lung and GEP-NENS Progressive After Everolimus, Sunitinib or PRRT (CABOTEM)",1.0,GEP Neuroendocrine Tumor
4650,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Cervical Cancer
4651,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Gastric/Gastroesophageal Junction Adenocarcinoma
4652,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Microsatellite Stable Colorectal Cancer
4653,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Non-Small-Cell Lung Cancer
4654,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Squamous Cell Carcinoma of Head and Neck
4655,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,"Carcinoma, Renal Cell"
4656,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Urothelial Carcinoma
4657,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Pancreatic Adenocarcinoma
4658,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Melanoma
4659,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Ovarian Neoplasms
4660,NCT04895709,A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors,1.0,Triple Negative Breast Neoplasms
4661,NCT04895722,"A Phase 2, Multicenter, Multi Arm, Study to Evaluate MK-1308A (Co-formulated Quavonlimab (MK-1308)/Pembrolizumab) Versus Other Treatments in Participants With Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Stage IV Colorectal Cancer: (MK-1308A-008)",1.0,Colorectal Cancer
4662,NCT04914078,Exacerbations of Severe Asthma in Patients Treated With Mepolizumab: Assessment of Biomarkers and Identification of Biologic Clusters,1.0,Severe Asthma
4663,NCT04928846,"A Phase 3 Open-Label, Randomized, Controlled, Global Study of Telisotuzumab Vedotin (ABBV-399) Versus Docetaxel in Subjects With Previously Treated c-Met Overexpressing, EGFR Wildtype, Locally Advanced/Metastatic Non-Squamous Non-Small Cell Lung Cancer",1.0,Non Small Cell Lung Cancer
4664,NCT04932941,"A Randomized, Double-blind, Placebo-controlled, Multicenter, Proof-of-concept, Phase IIA Study of MP1032 Plus Standard of Care vs Standard of Care in the Treatment of Hospitalized Participants With Moderate to Severe COVID-19",1.0,COVID-19
4665,NCT04963140,Optimal Self-Management Of Asthma By Forced Oscillation Technique: a Randomised Controlled Trial,1.0,Asthma
4666,NCT04965155,Isatuximab and Autologous Hematopoietic Stem Cell Transplantation for Relapsed Multiple Myeloma Patients (Isabel Study),1.0,Relapsed Multiple Myeloma
4667,NCT04965675,"Interventional, Randomized, Double-blind, Parallel-group, Placebo-controlled Study to Evaluate the Efficacy and Safety of IV Eptinezumab in Adolescents (12-17 Years) for the Preventive Treatment of Chronic Migraine",1.0,Chronic Migraine in Children
4668,NCT04965701,First Line Osimertinib in the Real World: an Inter-regional Prospective Study: FLOWER,1.0,EGF-R Positive Non-Small Cell Lung Cancer
4669,NCT04993846,Pancreatic canceR pErioDontAl sTatus and Oral micRobiome - PREDATOR Study,1.0,Oral Microbiome
4670,NCT04993846,Pancreatic canceR pErioDontAl sTatus and Oral micRobiome - PREDATOR Study,1.0,Pancreatic Cancer
4671,NCT04993846,Pancreatic canceR pErioDontAl sTatus and Oral micRobiome - PREDATOR Study,1.0,IPMN
4672,NCT04993846,Pancreatic canceR pErioDontAl sTatus and Oral micRobiome - PREDATOR Study,1.0,Parodontopathy
4673,NCT04996017,PHASE III STUDY WITH ATEZOLIZUMAB VERSUS PLACEBO IN MALIGNANT PLEURAL MESOTHELIOMA PATIENTS AFTER PLEURECTOMY/DECORTICATION,1.0,Mesotheliomas Pleural
4674,NCT05006716,"A Phase 1/2, Open-Label, Dose-Escalation and -Expansion Study of the Bruton Tyrosine Kinase Targeted Protein Degrader BGB-16673 in Patients With B-Cell Malignancies",1.0,B-cell Malignancy
4675,NCT05006716,"A Phase 1/2, Open-Label, Dose-Escalation and -Expansion Study of the Bruton Tyrosine Kinase Targeted Protein Degrader BGB-16673 in Patients With B-Cell Malignancies",1.0,Marginal Zone Lymphoma
4676,NCT05006716,"A Phase 1/2, Open-Label, Dose-Escalation and -Expansion Study of the Bruton Tyrosine Kinase Targeted Protein Degrader BGB-16673 in Patients With B-Cell Malignancies",1.0,Follicular Lymphoma
4677,NCT05006716,"A Phase 1/2, Open-Label, Dose-Escalation and -Expansion Study of the Bruton Tyrosine Kinase Targeted Protein Degrader BGB-16673 in Patients With B-Cell Malignancies",1.0,Non-Hodgkin Lymphoma
4678,NCT05006716,"A Phase 1/2, Open-Label, Dose-Escalation and -Expansion Study of the Bruton Tyrosine Kinase Targeted Protein Degrader BGB-16673 in Patients With B-Cell Malignancies",1.0,Waldenström Macroglobulinemia
4679,NCT05006716,"A Phase 1/2, Open-Label, Dose-Escalation and -Expansion Study of the Bruton Tyrosine Kinase Targeted Protein Degrader BGB-16673 in Patients With B-Cell Malignancies",1.0,Chronic Lymphocytic Leukemia
4680,NCT05006716,"A Phase 1/2, Open-Label, Dose-Escalation and -Expansion Study of the Bruton Tyrosine Kinase Targeted Protein Degrader BGB-16673 in Patients With B-Cell Malignancies",1.0,Small Lymphocytic Lymphoma
4681,NCT05006716,"A Phase 1/2, Open-Label, Dose-Escalation and -Expansion Study of the Bruton Tyrosine Kinase Targeted Protein Degrader BGB-16673 in Patients With B-Cell Malignancies",1.0,Mantle Cell Lymphoma
4682,NCT05006716,"A Phase 1/2, Open-Label, Dose-Escalation and -Expansion Study of the Bruton Tyrosine Kinase Targeted Protein Degrader BGB-16673 in Patients With B-Cell Malignancies",1.0,Diffuse Large B Cell Lymphoma
4683,NCT05015010,"Phase II, Open-label, Single-arm, Multicenter Study to Assess the Activity and Safety of ALectinib as NEO-adjuvant Therapy in Patients With Anaplastic Lymphoma Kinase-positive (ALK+) Locally Advanced Stage III Non-Small Cell Lung Cancer (NSCLC): ALNEO Trial",1.0,Non Small Cell Lung Cancer
4684,NCT05031975,"Temozolomide and Irinotecan Consolidation in Patients With MGMT Silenced, Microsatellite Stable Colorectal Cancer With Persistence of Minimal Residual Disease in Liquid Biopsy After Standard Adjuvant Chemotherapy: the ERASE-TMZ Study",1.0,Colorectal Cancer
4685,NCT05032066,"A Phase 2b Randomized, Double-blind, Placebo-controlled, Repeat-dose, Multicenter Trial to Evaluate the Efficacy, Safety and Tolerability of HZN-825 in Subjects With Idiopathic Pulmonary Fibrosis",1.0,Idiopathic Pulmonary Fibrosis
4686,NCT05041257,"A Phase 2, Single Arm Study of Mirvetuximab Soravtansine in Recurrent Platinum-Sensitive, High-Grade Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancers With High Folate Receptor-Alpha Expression (PICCOLO)",1.0,Ovarian Cancer
4687,NCT05041257,"A Phase 2, Single Arm Study of Mirvetuximab Soravtansine in Recurrent Platinum-Sensitive, High-Grade Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancers With High Folate Receptor-Alpha Expression (PICCOLO)",1.0,Peritoneal Cancer
4688,NCT05041257,"A Phase 2, Single Arm Study of Mirvetuximab Soravtansine in Recurrent Platinum-Sensitive, High-Grade Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancers With High Folate Receptor-Alpha Expression (PICCOLO)",1.0,Fallopian Tube Cancer
4689,NCT05052801,"A Randomized, Multi-center, Double-blind, Placebo-controlled Phase 3 Study of Bemarituzumab Plus Chemotherapy Versus Placebo Plus Chemotherapy in Subjects With Previously Untreated Advanced Gastric or Gastroesophageal Junction Cancer With FGFR2b Overexpression",1.0,Gastric Cancer
4690,NCT05052801,"A Randomized, Multi-center, Double-blind, Placebo-controlled Phase 3 Study of Bemarituzumab Plus Chemotherapy Versus Placebo Plus Chemotherapy in Subjects With Previously Untreated Advanced Gastric or Gastroesophageal Junction Cancer With FGFR2b Overexpression",1.0,Gastroesophageal Junction Adenocarcinoma
4691,NCT05057598,"DianaWeb: Before and After Study Online Based Participatory Research to Test Whether Lifestyle and Diet Are Able to Reduce the Incidence of Recurrences (Local, Remote) or Secondary Cancers, Improve Prognosis and Survival of Breast Cancer",1.0,Breast Cancer
4692,NCT05058404,"Shortened vs Standard Chemotherapy Combined With Immunotherapy for the Initial Treatment of Patients With High Tumor Burden Follicular Lymphoma. A Randomized, Open Label, Phase III Study by Fondazione Italiana Linfomi.",1.0,Follicular Lymphoma
4693,NCT05060016,"A Phase 2 Study Evaluating the Efficacy, Safety, Tolerability, and Pharmacokinetics of Tarlatamab in Subjects With Relapsed/Refractory Small Cell Lung Cancer After Two or More Prior Lines of Treatment (DeLLphi-301).",1.0,Relapsed/Refractory Small Cell Lung Cancer
4694,NCT05071105,Stereotactic Ablative Body Radiotherapy in Elderly Women With Early Breast Cancer Unsuitable for Surgery and Elected to Receive Primary Endocrine Therapy Alone,1.0,Breast Neoplasm Female
4695,NCT05071300,"An Open-Label, Extension Study to Assess the Long-Term Safety and Efficacy of ION-682884 in Patients With Hereditary Transthyretin-Mediated Amyloid Polyneuropathy",1.0,Hereditary Transthyretin-Mediated Amyloid Polyneuropathy
4696,NCT05078359,Optimizing Positive Predicting Value of Prostate Magnetic Resonance Imaging: Retrospective Multi-institutional Study Using the PRostate Mri Outcome Database (PROMOD),1.0,Prostate Cancer
4697,NCT05079932,Pilot Study for the Evaluation of Food Choices and Exclusion of Gluten From the Diet in Patients With Inflammatory Bowel Diseases,1.0,Inflammatory Bowel Diseases
4698,NCT05080933,Extracorporeal Membrane Oxygenation for COVID-19 and Influenza H1N1 Associated Acute Respiratory Distress Syndrome: a Multi-centre Retrospective Cohort Study,1.0,ARDS
4699,NCT05080933,Extracorporeal Membrane Oxygenation for COVID-19 and Influenza H1N1 Associated Acute Respiratory Distress Syndrome: a Multi-centre Retrospective Cohort Study,1.0,COVID-19
4700,NCT05080933,Extracorporeal Membrane Oxygenation for COVID-19 and Influenza H1N1 Associated Acute Respiratory Distress Syndrome: a Multi-centre Retrospective Cohort Study,1.0,H1N1 Influenza
4701,NCT05091424,"A Phase IB Open-Label, Multicenter Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Mosunetuzumab and a Combined Regimen of Mosunetuzumab and Venetoclax in Patients With Relapsed or Refractory Chronic Lymphocytic Leukemia",1.0,Chronic Lymphocytic Leukemia
4702,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,Mediastinal Lymphadenopathy
4703,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,Hilar Lymphadenopathy
4704,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,Lymphoma
4705,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,Lung Neoplasms
4706,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,Sarcoidosis
4707,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,Tuberculosis
4708,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,EGF-R Positive Non-Small Cell Lung Cancer
4709,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,PDL1 Gene Mutation
4710,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,ALK Translocation
4711,NCT05110950,Diagnostic Accuracy of Endobronchial Ultrasound Needle Aspiration With and Without Suction: a Single-center Randomized Controlled Trial,1.0,ROS1 Gene Mutation
4712,NCT05111795,Holmium-166 Retrospective Collection of Real-World Data,1.0,Hepatocellular Carcinoma
4713,NCT05111795,Holmium-166 Retrospective Collection of Real-World Data,1.0,Metastatic Cancer
4714,NCT05114447,"RIsk Factors, Diagnosis, and Management of SEvere/Uncontrolled Asthma From General Population to Clinical Setting: Update and Follow-up of the RItA Registry",1.0,Asthma
4715,NCT05114447,"RIsk Factors, Diagnosis, and Management of SEvere/Uncontrolled Asthma From General Population to Clinical Setting: Update and Follow-up of the RItA Registry",1.0,Asthma Severe Persistent Uncontrolled
4716,NCT05116202,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Melanoma (Morpheus-Melanoma)",1.0,Melanoma
4717,NCT05116748,Safety and Immunogenicity of the SARS-CoV2 Vaccine in Solid Organ Transplantation (Lung and / or Liver) Adult Recipients,1.0,COVID-19
4718,NCT05116748,Safety and Immunogenicity of the SARS-CoV2 Vaccine in Solid Organ Transplantation (Lung and / or Liver) Adult Recipients,1.0,Vaccine Adverse Reaction
4719,NCT05116748,Safety and Immunogenicity of the SARS-CoV2 Vaccine in Solid Organ Transplantation (Lung and / or Liver) Adult Recipients,1.0,Vaccine Response Impaired
4720,NCT05116748,Safety and Immunogenicity of the SARS-CoV2 Vaccine in Solid Organ Transplantation (Lung and / or Liver) Adult Recipients,1.0,Vaccine Reaction
4721,NCT05116748,Safety and Immunogenicity of the SARS-CoV2 Vaccine in Solid Organ Transplantation (Lung and / or Liver) Adult Recipients,1.0,Lung Transplant
4722,NCT05116748,Safety and Immunogenicity of the SARS-CoV2 Vaccine in Solid Organ Transplantation (Lung and / or Liver) Adult Recipients,1.0,Complications
4723,NCT05116748,Safety and Immunogenicity of the SARS-CoV2 Vaccine in Solid Organ Transplantation (Lung and / or Liver) Adult Recipients,1.0,Liver Transplant
4724,NCT05116748,Safety and Immunogenicity of the SARS-CoV2 Vaccine in Solid Organ Transplantation (Lung and / or Liver) Adult Recipients,1.0,Complications
4725,NCT05116748,Safety and Immunogenicity of the SARS-CoV2 Vaccine in Solid Organ Transplantation (Lung and / or Liver) Adult Recipients,1.0,Vaccination
4726,NCT05117242,"A Phase 2, Multicenter, Randomized, Open-Label Trial of GEN1046 as Monotherapy and in Combination Pembrolizumab Therapy in Subjects With Relapsed/Refractory Metastatic Non-Small Cell Lung Cancer After Treatment With Standard of Care Therapy With an Immune Checkpoint Inhibitor",1.0,Non Small Cell Lung Cancer Metastatic
4727,NCT05123703,"A Phase III Multicenter, Randomized, Double-Blind, Double-Dummy Study To Evaluate Safety And Efficacy Of Ocrelizumab In Comparison With Fingolimod In Children And Adolescents With Relapsing-Remitting Multiple Sclerosis",1.0,Relapsing-Remitting Multiple Sclerosis
4728,NCT05128630,"An Open-label, Multi-center, Phase 2 Study of Chemo-immunotherapy Followed by Reduced-dose Hypo-fractionated RT and Maintenance Immunotherapy for Stage III Unresectable Non -Small-cell Lung Carcinoma (NSCLC).",1.0,"NSCLC, Stage III"
4729,NCT05130450,An Open-Label Extension Study of AKCEA-APOCIII-LRx Administered Subcutaneously to Patients With Familial Chylomicronemia Syndrome (FCS),1.0,Familial Chylomicronemia Syndrome
4730,NCT05133531,"A Randomized, Open-Label, C5 Inhibitor-Controlled Study to Evaluate the Efficacy and Safety of Pozelimab and Cemdisiran Combination Therapy in Patients With Paroxysmal Nocturnal Hemoglobinuria Who Are Complement Inhibitor Treatment-Naive or Have Not Recently Received Complement Inhibitor Therapy",1.0,Paroxysmal Nocturnal Hemoglobinuria
4731,NCT05136326,Multicenter Phase II Study of Preoperative Chemoradiotherapy With CApecitabine Plus Temozolomide in Patients With MGMT Silenced and Microsatellite Stable Locally Advanced RecTal Cancer: the CATARTIC Trial,1.0,Rectal Cancer
4732,NCT05138094,LIVACOR Trial: Minimally Invasive LIVer And Simultaneous COlorectal Resection,1.0,Colorectal Neoplasms Malignant
