,AHC,Sponsors/Collaborators,Number of Collaborations
11023,Federico II,A.O. Universitaria Policlinico Di Modena,1
11024,Federico II,Hillel Yaffe MC,1
11025,Federico II,"Oncology Consultants, P.A.",1
11026,Federico II,Acibadem Altunizade Hastanesi,1
11027,Federico II,GCM Medical Group PSC - Hato Rey /ID# 208461,1
11028,Federico II,"City Multifield Hospital #18, Mechnikov Institute of Microbiology and Immunology of NAMS",1
11029,Federico II,Recordati Rare Diseases,1
11030,Federico II,Hôpital Albert Calmette,1
11031,Federico II,St. Josefskrankenhaus Freiburg,1
11032,Federico II,University-Hospital of Bari - UOC Medicina Interna,1
11033,Federico II,University-Hospital of Bari - UOC Pediatria,1
11034,Federico II,XinHua Hospital,1
11035,Federico II,"1st Allergy and Clinical Research Group, d/b/a IMUNOe Research Centers",1
11036,Federico II,"Clinical Research of Southern Nevada, LLC",1
11037,Federico II,Duke Dermatology South Durham,1
11038,Federico II,Philippine General Hospital,1
11039,Federico II,"National Allergy and Asthma Research, LLC",1
11040,Federico II,Ziekenhuis St Jansdal,1
11041,Federico II,Clinical Medical Research Sp. z o.o.,1
11042,Federico II,Azienda Ospedaliera Ospedali Civili Riuniti di Sciacca,1
11043,Federico II,Presidio Ospedaliero Centrale,1
11044,Federico II,Azienda Ospedaliero Universitaria 'OO.RR.' di Foggia,1
11045,Federico II,Saint John Regional Hospital,1
11046,Federico II,Fakultná nemocnica s poliklinikou Žilina,1
11047,Federico II,Clinical Helth Centre Zvezdara,1
11048,Federico II,St. Luke's-Roosevelt Hospital Center,1
11049,Federico II,Krankenhaus Sankt Josef Braunau,1
11050,Federico II,Haut-Leveque-Service d'hématologie clinique et de thérapie cellular,1
11051,Federico II,Jasz-Nagykun-Szolnok Megyei Hetenyi Geza Korhaz,1
11052,Federico II,"SF-Care, Inc",1
11053,Federico II,Instituto Neuropsique,1
11054,Federico II,"Clinical Trials Management, LLC - Covington /ID# 212658",1
11055,Federico II,Pediatricke odd. Nemocnice Jihlava,1
11056,Federico II,Mazowieckie Centrum Reumatologii i Osteoporozy,1
11057,Federico II,Prof. Dr. med. Zbigniew Stelmasiak Specjalistyczny Gabinet Neurologiczny,1
11058,Federico II,Azienda Ospedaliera Cardinale Giovanni Panico,1
11059,Federico II,Vychodoslovensky Ustav srdcovych a cievnych chorob a.s.,1
11060,Federico II,Advice Pharma Group srl,1
11061,Federico II,"Unità Operativa di Cardiologia, Ospedale Guglielmo da Saliceto",1
11062,Federico II,MBAL Trakia EOOD,1
11063,Federico II,Centre Hospitalier d'Annonay,1
11064,Federico II,"Forschungszentrum Ruhr KliFoCenter GmbH, Dr. med. Kahrmann",1
11065,Federico II,Beijing HuiLongGuan Hospital,1
11066,Federico II,Apex Cardiology/ Research Associates of Jackson,1
11067,Federico II,Clinica Medicala Data Plus SRL,1
11068,Federico II,UT/Erlanger Oncology & Hematology,1
11069,Federico II,UMHAT Professor Stoyan Kirkovich /ID# 201522,1
11070,Federico II,Clinvest (United States),1
11071,Federico II,SCRI Tennessee Oncology Chattanooga,1
11072,Federico II,VA NY Harbor Healthcare System,1
11073,Federico II,Yunnan Province Cancer Hospital-Gynecology Department ( Site 4055),1
11074,Federico II,Local Institution - 172,1
11075,Federico II,Local Institution - 259,1
11076,Federico II,First St Petersburg State Medical University na IP Pavlov,1
11077,Federico II,Mazowieckie Centrum Badan Klinicznych,1
11078,Federico II,Synexus Polska Sp. z o.o. Oddzial w Lodzi,1
11079,Federico II,Instituto de Investigaciones Clínicas Quilmes SRL IICQ,1
11080,Federico II,Valley Diab. & Endo Comp Ctr,1
11081,Federico II,Unicare heart institute and research centre,1
11082,Federico II,Serdang Hospital,1
11083,Federico II,US Dermatology Partners Cedar Park,1
11084,Federico II,Stredoslovensky ustav srdcovych a cievnych chorob a.s,1
11085,Federico II,Hals-Nasen-Ohrenklinik und Poliklinik,1
11086,Federico II,Neuroscienze e Organi di Senso,1
11087,Federico II,Hadassah Ein Kerem MC,1
11088,Federico II,Ehrhardt Clinical Research LLC,1
11089,Federico II,St. Elisabeth Ziekenhuis,1
11090,Federico II,"Krankenhaus Martha-Maria Halle-Dölau, Klinik für Urologie",1
11091,Federico II,Excellentis Clinical Trials,1
11092,Federico II,HMC Bronovo,1
11093,Federico II,Precision Comprehensive Clinical Research Solutions /ID# 208156,1
11094,Federico II,"Josephson, Wallack, Munshower Neurology, P.C.",1
11095,Federico II,Hôpital d'instruction des Armées Percy,1
11096,Federico II,CH Roanne /ID# 224729,1
11097,Federico II,Medical and diagnostic center of MediX-Ray International Group LLC Israeli Oncology Hospital 'LISOD',1
11098,Federico II,Local Institution - 333,1
11099,Federico II,Lovisenberg Diakonale Sykehus,1
11100,Federico II,Cone Medical Center,1
11101,Federico II,"ASL1 Avezzano, Sulmona, L'Aquila",1
11102,Federico II,Genesis Neuroscience Clinic,1
11103,Federico II,Glennan Center for Geriatrics and Gerontology,1
11104,Federico II,Sociedad de Oncología y hematología del Cesar,1
11105,Federico II,Centrum Badań Klinicznych PI-House Sp. z o.o.,1
11106,Federico II,Consultorio de Medicina Especializada del Sector Privado,1
11107,Federico II,BL Kapur Super Specialty Hospital,1
11108,Federico II,Ezintsha Research Centre,1
11109,Federico II,The Oncology Institute (TOI) Clinical Research - 1109,1
11110,Federico II,Nuvance Health Medical Practices Cardiology Danbury,1
11111,Federico II,Clinique de Cardiologie de Levis,1
11112,Federico II,Hanamaki General Hospitals,1
11113,Federico II,Ospedale Versilia,1
11114,Federico II,University of Cambridge,1
11115,Federico II,Praxis Dr. Hilgenberg,1
11116,Federico II,Markhot Ferenc Oktato Korhaz es Rendelointezet,1
11117,Federico II,"Private Practice Leadership, LLC",1
11118,Federico II,Hospital Sanitas CIMA,1
11119,Federico II,Pacific Cancer Care,1
11120,Federico II,Commu Instit 'Krivorizhskiy oncology dispensary' Dnip reg Co,1
11121,Federico II,Kyushu Central Hospital of the Mutual Aid Association of Public School Teachers,1
11122,Federico II,CH Georges Renon /ID# 225197,1
11123,Federico II,Cleveland Clinic Abu Dhabi,1
11124,Federico II,Satakunnan Keskussairaala,1
11125,Federico II,I Can Oncology Center SA de CV ( Site 1126),1
11126,Federico II,Health Concepts,1
11127,Federico II,Aggarwal and Associates Limited,1
11128,Federico II,Kerwin Medical Center,1
11129,Federico II,Lungenfachklinik Immenhausen - 2202,1
11130,Federico II,George Eliot Hospital,1
11131,Federico II,SBIH of Perm territory City Clinical Hospital 2 na Fedor Khristoforovich Gral,1
11132,Federico II,Hospital Doctor José Molina Orosa,1
11133,Federico II,.O. Ospedali Riuniti Marche Nord- Ospedale San Salvatore - Pesaro,1
11134,Federico II,White Plains Hospital,1
11135,Federico II,Fovarosi Onkormanyzat Szent Margit Korhaza,1
11136,Federico II,M.V. Hospital and Research Centre,1
11137,Federico II,Rheumatology Clinic of Houston /ID# 166636,1
11138,Federico II,"Empire Neurology, PC",1
11139,Federico II,Osrodek Badan Klinicznych EUROMEDIS,1
11140,Federico II,Centro Oncologico Riojano Integral ( Site 1007),1
11141,Federico II,Centro Oncologico Internacional. SEDNA ( Site 1121),1
11142,Federico II,Lysosomal and Rare Disorders Research and Treatment Center,1
11143,Federico II,Chambliss Clinical Trials LLC,1
11144,Federico II,Elite Research Center,1
11145,Federico II,Las Vegas Clinic,1
11146,Federico II,Medizinische Klinik mit Schwerpunkt Hepatologie und Gastroenterologie /ID# 131053,1
11147,Federico II,"Methodist Healthcare, University Hospital",1
11148,Federico II,McGuire DVAMC GI,1
11149,Federico II,"CJSC'Polyclinic complex',Dep.Endocrinology,St.Petersburg",1
11150,Federico II,Karlskoga lasarett,1
11151,Federico II,Recherche Medicale St Jerome Inc,1
11152,Federico II,Evromedservis,1
11153,Federico II,Ospedale di Camposampiero,1
11154,Federico II,Frederick Health Hospital,1
11155,Federico II,Hospital saints Louis,1
11156,Federico II,"Health Pharma Professional Research, S.A. de C.V.",1
11157,Federico II,Rowan University,1
11158,Federico II,Ltd. Pineo Medical Ecosystem,1
11159,Federico II,A.O.U. Policlinico V. Emanuele - Presidio Gaspare Rodolico - Clinica Neurologica I,1
11160,Federico II,Ordination Dr. Leeb /ID# 224293,1
11161,Federico II,CH Bigorre - Site de la Gespe /ID# 225141,1
11162,Federico II,"CINTRE, Centro de Investigación y Tratamiento Reumatológico SC /ID# 240836",1
11163,Federico II,Local Institution - 162,1
11164,Federico II,Bayside Clinical Research,1
11165,Federico II,Human-Care s.r.o.,1
11166,Federico II,Azienda Ospedaliere Universitaria Federico I,1
11167,Federico II,Cotton O'Neil Clinical Research Center - 1151,1
11168,Federico II,Jouzan Hihuka Hinyoukika Clinic,1
11169,Federico II,Spitalul Clinic Judetean de Urgenta Brasov,1
11170,Federico II,"Sygehus Syd, Næstved Sygehus",1
11171,Federico II,PRA Health Sciences,1
11172,Federico II,Methodist Dallas Medical Center,1
11173,Federico II,"Diahaza s.r.o.Intern.Med.Outpat.Clin.Dep.Diabetology,Holesov",1
11174,Federico II,"Metropolitan Gastroenterology Group, PC, Chevy Chase Clinical Research",1
11175,Federico II,"Cardiology Consultants, Inc",1
11176,Federico II,Central Finland Health Care District,1
11177,Federico II,Städtische Kliniken Offenbach am Main,1
11178,Federico II,Integrated Clinical Research LLC /ID# 200900,1
11179,Federico II,Indiana Hemophilia and Thrombosis Center,1
11180,Federico II,Johnson Dermatology Clinic,1
11181,Federico II,Karma Clinical Trials,1
11182,Federico II,Oklahoma Medical Research Foundation,1
11183,Federico II,CH du Pays d'AIX /ID# 229561,1
11184,Federico II,Azienda USL - IRCCS di Reggio Emilia - Arcispedale Santa Maria Nuova,1
11185,Federico II,Clínica Universidad de Navarra -Madrid,1
11186,Federico II,ATS Sardegna (Italy),1
11187,Federico II,Trial Tech Tecnologia em Pesquisas com Medicamentos Ltda,1
11188,Federico II,Victorian Heart Hospital,1
11189,Federico II,sms Clinical Research Limited Liability Company,1
11190,Federico II,Gifu Prefectural General Medical Center,1
11191,Federico II,Spitalul Clinic de Boli Infectioase Si Pneumoftiziologie Dr. Victor Babes /Id# 131126,1
11192,Federico II,Sestron Clinical Research,1
11193,Federico II,"AOU San Martino di Genova, Dipartimento di Neuroscienze, Riabilitazione, Oftalmologia, Genetica e Scienze Materno-Infantili (DINOGMI)",1
11194,Federico II,Hämatologisch-Onkologische Praxis Augsburg,1
11195,Federico II,SUNY Downstate Medical Center,1
11196,Federico II,Pratia Onkologia Katowice,1
11197,Federico II,Private practice Sint-Niklaas /ID# 224123,1
11198,Federico II,Centro Integral en Reumatologia S.A de C.V /ID# 224363,1
11199,Federico II,OUS Ullevål,1
11200,Federico II,Somogy Varmegyei Kaposi Mor Oktato Korhaz /ID# 246475,1
11201,Federico II,Centro Privado de Medicina Familiar - Mind Out Research,1
11202,Federico II,Ohio- Advanced Medical Research,1
11203,Federico II,"Simcare Medical Research, LLC",1
11204,Federico II,Instituto São José dos Campos em Pesquisas Médicas,1
11205,Federico II,"Cancer Care Associates of York, Inc. - 1113",1
11206,Federico II,Jamaica Hospital,1
11207,Federico II,Kardiologicka ambulancia CARDIO D&R s.r.o.,1
11208,Federico II,Ippokration Hospital of Athens,1
11209,Federico II,Medical Professional Clinical Research,1
11210,Federico II,Gynekologicko-porodnicka klinika,1
11211,Federico II,Ralph H. Johnson VA Medical Center,1
11212,Federico II,HOP Haut-Lévêque,1
11213,Federico II,Azienda Ospedaliera Papardo,1
11214,Federico II,Rostov Regional Clinical Dermatovenerological Dispensary,1
11215,Federico II,Borame Medical Center,1
11216,Federico II,ASST di Pavia,1
11217,Federico II,Cabinet médical /ID# 225000,1
11218,Federico II,"Dmitry Rogachev National Research Center of Pediatric Hematology, Oncology and Immunology",1
11219,Federico II,DCC 1 Sliven,1
11220,Federico II,BioNTech (United States),1
11221,Federico II,"XLR8 Medical Research, Incorporated",1
11222,Federico II,Amicare Spolka z ograniczona odpowiedzialnoscia Spolka Komandytowa Amicare Centrum Medyczne,1
11223,Federico II,Italian Sarcoma Group,1
11224,Federico II,Ospedale S Giuseppe /ID# 132194,1
11225,Federico II,CHU Strasbourg Hopital Hautepierre,1
11226,Federico II,Urology Dept.,1
11227,Federico II,Oncopremium Team Srl,1
11228,Federico II,Leningrad Regional Oncology Dispensary,1
11229,Federico II,Synergy East,1
11230,Federico II,Florida International Rsrch cr /ID# 218507,1
11231,Federico II,IMMUNOe Research Center,1
11232,Federico II,Oncology Institute of Hope and Innovation,1
11233,Federico II,KOC Hospital /ID# 224138,1
11234,Federico II,Spectrum Health,1
11235,Federico II,BC Cancer - Victoria /ID# 228850,1
11236,Federico II,"Academy of Diabetes, Thyroid & Endocrine, P.A.",1
11237,Federico II,Instituto Medico Catamarca,1
11238,Federico II,Núcleo de Pesquisa Clínica do Rio Grande do Sul Ltda.,1
11239,Federico II,The Good Practice,1
11240,Federico II,Okayama Rosai Hospital,1
11241,Federico II,CTCenter MaVe s.r.o.,1
11242,Federico II,Hospital for Special Surgery,1
11243,Federico II,Diagnostic Consultative Center /ID# 131027,1
11244,Federico II,A.O.U. Policlinico G. Martino /ID# 132193,1
11245,Federico II,Doylestown Health Gastroenterology,1
11246,Federico II,"Endocrine Associates of Long Island, PC",1
11247,Federico II,Clinexpert Egeszsegugyi Szolg es Ker Kft,1
11248,Federico II,Cagliari CTMO - Ematologia - Ospedale 'Binaghi',1
11249,Federico II,A.O.U Policlinico 'G. Martino',1
11250,Federico II,IRCCS - Azienda Ospedaliera S.M. Nuova,1
11251,Federico II,Centrul de Radioterapie AMETHYST,1
11252,Federico II,Satakunta Central Hospital,1
11253,Federico II,Grupo Médico CAMINO S.C.,1
11254,Federico II,Centro Salud Mental La Corredoria,1
11255,Federico II,Oberösterreichische Gesundheitsholding GmbH,1
11256,Federico II,Rheumapraxis Prof Dr Karin Manger /ID# 224086,1
11257,Federico II,Clinica de Investigacion en Reumatologia y Obesidad S.C. /ID# 224361,1
11258,Federico II,Rheumatologisches Versorgungszentrum Weinfelden /ID# 222346,1
11259,Federico II,"AOU Policlinico di Palermo, Palermo",1
11260,Federico II,Shamir Medical Center - Assaf Harofeh,1
11261,Federico II,Saints Cyril and Methodius University of Skopje,1
11262,Federico II,Ortho-Zentrum Karlsruhe,1
11263,Federico II,Health Initiatives Research,1
11264,Federico II,Southern Neurology,1
11265,Federico II,Zentrum für klinische Studien Alexander Segner,1
11266,Federico II,Glick Skin Institute,1
11267,Federico II,Centro de Estudios Cardiologicos y de Medicina Interna,1
11268,Federico II,Dr J.M. Engelbrecht Trial Site,1
11269,Federico II,University of Southampton,1
11270,Federico II,FSBHI 'Siberian Clinical Center of FMBA',1
11271,Federico II,Centrum Badan Klinicznych PI-House Sp. z o.o.,1
11272,Federico II,Samodzielny Publiczny Szpital Kliniczny Nr 1,1
11273,Federico II,"B&B Robert Bonek, Pawel Bochniak S.C",1
11274,Federico II,Matsuda Cardiovascular Clinic,1
11275,Federico II,Centre Hospitalier de Saint-Quentin,1
11276,Federico II,Thomas Reeve Chauncey,1
11277,Federico II,Gen Onc Hosp Ag. Anargyroi,1
11278,Federico II,SW Rheumatology Res. LLC /ID# 166587,1
11279,Federico II,Azienda Ospedaliero-Universitaria Sant'Andrea /ID# 227942,1
11280,Federico II,Mubarak Hospital /ID# 224139,1
11281,Federico II,Drt Sulaiman Al Habib Hospital /ID# 226575,1
11282,Federico II,GRMO (Groupe de Recherche en Rhumatologie et Maladies Osseuses) Inc.,1
11283,Federico II,Synexus Poznan Medical Center,1
11284,Federico II,"Neurological Associates of Albany, PC",1
11285,Federico II,PCMC PGI Yashwantrao Chavan Memorial Hospital,1
11286,Federico II,Policlinic for diabetes,1
11287,Federico II,"OncoC4, Inc.",1
11288,Federico II,Tidal Health Peninsula Regional Inc.,1
11289,Federico II,Hospital Italiano Regional Del Sur,1
11290,Federico II,Instituto Mederi de Pesquisa e Saude,1
11291,Federico II,Hamburger Zentrum fuer Kinder- und Jugendrheumatologie /ID# 39223,1
11292,Federico II,Eastside Therapeutic Resource,1
11293,Federico II,StP SR Psychoneurological Institute n.a.V.M.Bekhterev of MoH,1
11294,Federico II,Northern Cancer Institute,1
11295,Federico II,Bellin Memorial Hospital,1
11296,Federico II,"Hospital Trebic, p.o.",1
11297,Federico II,Cancer Center of Kansas,1
11298,Federico II,Dolnośląskie Centrum Onkologii,1
11299,Federico II,Instituto de Neurociencias San Agustín,1
11300,Federico II,ASST Papa Giovanni XXIII,1
11301,Federico II,Ite Pihlajanlinna Kuopio /ID# 208316,1
11302,Federico II,State Scientific Center for Dermatovenereology and Cosmetology,1
11303,Federico II,Krasnodar Clinical Dermatovenerologic Dispensary,1
11304,Federico II,Cabinet de rhumatologie /ID# 227740,1
11305,Federico II,Ch Montauban /Id# 231854,1
11306,Federico II,Hospital Perpetuo Socorro /ID# 231827,1
11307,Federico II,Azienda Ulss 3 Serenissima,1
11308,Federico II,Dr A Amod,1
11309,Federico II,Centro Oncologico Modenese,1
11310,Federico II,Behavioral Clinical Research Inc.,1
11311,Federico II,Fundacion de Investigacion,1
11312,Federico II,Medical Centre Pratia Gdynia,1
11313,Federico II,Hospital Universitario General de Cataluña,1
11314,Federico II,Actelion (United States),1
11315,Federico II,"Nemocnice Jihlava, Neurologické oddělení",1
11316,Federico II,U.O.Oncologia Medica,1
11317,Federico II,Southeast University,1
11318,Federico II,Asst Grande Ospedale Metropolitano Niguarda,1
11319,Federico II,Centro de Investigaciones Clinicas S.A.S,1
11320,Federico II,Azienda Socio-Sanitaria Territoriale di Cremona,1
11321,Federico II,Zenith Research Inc.,1
11322,Federico II,Medicine - Breast Unit,1
11323,Federico II,Reumacentrum /ID# 222799,1
11324,Federico II,LAC & USC Medical Center,1
11325,Federico II,Medical Center Endomedical EOOD,1
