,Trial ID,End Date,Condition
7416,NCT02147340,2016-12-01,Congestive Heart Failure
7417,NCT02373995,2016-12-01,Graves' Disease
7418,NCT02398955,2016-12-01,Coronary Artery Disease
7419,NCT02407327,2016-12-01,Advanced Non Small Cell Lung Cancer
7420,NCT02641834,2016-12-01,Cardiovascular Disease
7421,NCT02692482,2016-12-01,Hip Fracture
7422,NCT02692482,2016-12-01,Pressure Ulcer
7423,NCT02823522,2016-12-01,Non-Celiac Wheat Sensitivity
7424,NCT02847351,2016-12-01,Nutritional and Metabolic Diseases
7425,NCT02859376,2016-12-01,Pain
7426,NCT02898415,2016-12-01,HCC
7427,NCT02898415,2016-12-01,Liver Transplantation
7428,NCT02898415,2016-12-01,Alphafetoprotein
7429,NCT02898415,2016-12-01,Mortality
7430,NCT02898415,2016-12-01,Competing Risk
7431,NCT02898415,2016-12-01,Selection Criteria
7432,NCT02898415,2016-12-01,Cancer Recurrence
7433,NCT02968550,2016-12-01,Mechanical Ventilation
7434,NCT02968550,2016-12-01,Thoracic Diseases
7435,NCT02996734,2016-12-01,Giant Cell Tumor of Bone
7436,NCT02996747,2016-12-01,Chondroma
7437,NCT02996747,2016-12-01,Chondrosarcoma
7438,NCT03003858,2016-12-01,Gingivitis
7439,NCT03021148,2016-12-01,Non-celiac Wheat Sensitivity
7440,NCT03804866,2016-12-01,Ovarian Cancer
7441,NCT04494438,2016-12-01,Idiopathic Nephrotic Syndrome
7442,NCT01154140,2016-11-30,Non Squamous Lung Cancer
7443,NCT01232283,2016-11-30,Plaque Psoriasis
7444,NCT02271126,2016-11-30,Extracorporeal Membrane Oxygenation Complication
7445,NCT03585647,2016-11-30,Hip Arthroplasty
7446,NCT00988208,2016-11-28,Prostate Cancer
7447,NCT01475110,2016-11-24,Chronic Myeloid Leukaemia
7448,NCT02761252,2016-11-24,Seasonal Allergic Rhinoconjunctivitis
7449,NCT02761252,2016-11-24,Asthma
7450,NCT02193074,2016-11-21,Spinal Muscular Atrophy
7451,NCT01818752,2016-11-04,Multiple Myeloma
7452,NCT02390037,2016-11-04,Aneurysm
7453,NCT02441309,2016-11-04,Osteosarcoma
7454,ISRCTN13633058,2016-11-03,Pre-eclampsia
7455,NCT01559129,2016-11-03,"Scleroderma, Systemic"
7456,NCT01559129,2016-11-03,"Sclerosis, Systemic"
7457,NCT01559129,2016-11-03,Systemic Scleroderma
7458,NCT01559129,2016-11-03,Systemic Sclerosis
7459,NCT01559129,2016-11-03,Interstitial Lung Disease
7460,ISRCTN73082124,2016-11-01,Multiple Sclerosis (MS)
7461,NCT01238497,2016-11-01,Severe Aortic Stenosis
7462,NCT01268514,2016-11-01,"Hernia, Abdominal"
7463,NCT01268514,2016-11-01,Abdominal Injuries
7464,NCT01457001,2016-11-01,Chronic Renal Failure
7465,NCT01541579,2016-11-01,Crohn's Disease
7466,NCT01715558,2016-11-01,Bradyarrhythmia
7467,NCT02081053,2016-11-01,Metastatic Lesions in Vertebral Bodies
7468,NCT02139306,2016-11-01,Cystic Fibrosis
7469,NCT02179372,2016-11-01,Ulcerative Colitis
7470,NCT02179372,2016-11-01,Crohn's Disease
7471,NCT02268747,2016-11-01,Skin Squamous Cell Cancer
7472,NCT02327221,2016-11-01,Crohn Disease
7473,NCT02380521,2016-11-01,Type 2 Diabetes Mellitus
7474,NCT02986503,2016-11-01,Spindle Cell Sarcoma of Bone
7475,NCT02986503,2016-11-01,Osteosarcoma
7476,NCT02988635,2016-11-01,Non-small Cell Lung Cancer
7477,NCT02988635,2016-11-01,Gastric Cancer
7478,NCT02988635,2016-11-01,Pancreatic Cancer
7479,NCT02988635,2016-11-01,Biliary Tract Cancer
7480,NCT03017274,2016-11-01,Non-celiac Wheat Sensitivity
7481,NCT03074344,2016-11-01,Dry Eye Syndrome
7482,NCT01881230,2016-10-28,Breast Tumor
7483,NCT01881230,2016-10-28,Breast Cancer
7484,NCT01881230,2016-10-28,Cancer of the Breast
7485,NCT01881230,2016-10-28,Estrogen Receptor- Negative Breast Cancer
7486,NCT01881230,2016-10-28,HER2- Negative Breast Cancer
7487,NCT01881230,2016-10-28,Progesterone Receptor- Negative Breast Cancer
7488,NCT01881230,2016-10-28,Recurrent Breast Cancer
7489,NCT01881230,2016-10-28,Stage IV Breast Cancer
7490,NCT01881230,2016-10-28,Triple-negative Breast Cancer
7491,NCT01881230,2016-10-28,Triple-negative Metastatic Breast Cancer
7492,NCT01881230,2016-10-28,Metastatic Breast Cancer
7493,NCT03402568,2016-10-26,"No Condition, Focus: Metabolites of Alcohol Consumption"
7494,NCT02104947,2016-10-20,Hemorrhage
7495,NCT01686581,2016-10-12,Migraine Disorders
7496,NCT02109328,2016-10-12,Bladder Cancer
7497,NCT02109328,2016-10-12,Transitional Cell Carcinoma
7498,NCT01485224,2016-10-11,Hereditary Hemorrhagic Telangiectasia
7499,NCT01485224,2016-10-11,Epistaxis
7500,NCT04661826,2016-10-04,Non-Invasive Papillary Carcinoma of Bladder
7501,NCT01753804,2016-10-01,Duchenne Muscular Dystrophy
7502,NCT02067806,2016-10-01,"Neurological Complication, in Particular TNS or CES"
7503,NCT02324660,2016-10-01,Chronic Obstructive Pulmonary Disease
7504,NCT02324660,2016-10-01,Acute Coronary Syndromes
7505,NCT02685553,2016-10-01,Pancreatic Neuroendocrine Tumors
7506,NCT02685553,2016-10-01,Clear Cell Renal Carcinoma
7507,NCT02685553,2016-10-01,Solid Pseudopapillary Tumors of the Pancreas
7508,NCT02837809,2016-10-01,Lung Cancer
7509,NCT02971566,2016-10-01,Placental Insufficiency
7510,NCT02971566,2016-10-01,NEC - Necrotizing Enterocolitis
7511,NCT02971566,2016-10-01,"Newborn, Premature"
7512,NCT02971566,2016-10-01,Feeding Disorder Neonatal
7513,ISRCTN13454737,2016-09-30,Pulmonary neoplastic or non-neoplastic disease requiring pulmonary lobectomy or bi-lobectomy
7514,NCT01528410,2016-09-21,Refractory or Recurrent Ascites
7515,NCT01120184,2016-09-16,Breast Cancer
7516,NCT01649856,2016-09-16,"Lymphoma, Large B-Cell, Diffuse"
7517,NCT02699879,2016-09-15,Idiopathic Pulmonary Fibrosis
7518,NCT03727464,2016-09-15,Unconscious (Psychology)
7519,NCT01924845,2016-09-12,Late-onset Pompe Disease
7520,NCT00526487,2016-09-01,Aortic Dissection Involving the Descending Thoracic Aorta
7521,NCT01176266,2016-09-01,Hypophosphatasia
7522,NCT01244347,2016-09-01,Congenital Malformations
7523,NCT01423500,2016-09-01,"Lymphoblastic Leukemia, Acute, Childhood"
7524,NCT01482598,2016-09-01,Congestive Heart Failure Treated
7525,NCT01972568,2016-09-01,"Lupus Erythematosus, Systemic"
7526,NCT02002663,2016-09-01,Abdominal Pain
7527,NCT02066467,2016-09-01,Heartfailure
7528,NCT02109016,2016-09-01,Non-Small Cell Lung Cancer
7529,NCT02109016,2016-09-01,Squamous Non-Small Cell Lung Cancer
7530,NCT02109016,2016-09-01,NSCLC
7531,NCT02109016,2016-09-01,Small Cell Lung Cancer
7532,NCT02109016,2016-09-01,SCLC
7533,NCT02109016,2016-09-01,Lung Cancer
7534,NCT02109016,2016-09-01,Advanced Lung Cancer
7535,NCT02109016,2016-09-01,Metastatic Lung Cancer
7536,NCT02109016,2016-09-01,Stage IV Lung Cancer
7537,NCT02114203,2016-09-01,Phase 1 Sickle Cell
7538,NCT02147730,2016-09-01,Chronic Pain
7539,NCT02166606,2016-09-01,Bradycardia
7540,NCT02184936,2016-09-01,Ischemic Stroke
7541,NCT02210546,2016-09-01,Breast Cancer
7542,NCT02229591,2016-09-01,Postoperative Respiratory Complications
7543,NCT02323386,2016-09-01,Osteoarthritis
7544,NCT02327039,2016-09-01,Type 2 Diabetes
7545,NCT02341781,2016-09-01,"Lymphoma, Mantle-Cell"
7546,NCT02353182,2016-09-01,"Surgical Procedures, Operative"
7547,NCT02363920,2016-09-01,COPD
7548,NCT02363920,2016-09-01,Chronic Hypercapnic Respiratory Failure
7549,NCT02375321,2016-09-01,Obstructive Sleep Apnea
7550,NCT02375321,2016-09-01,Depressive Symptoms
7551,NCT02454491,2016-09-01,"Heart Disease, Ischemic"
7552,NCT02479347,2016-09-01,Wound Infection
7553,NCT02479347,2016-09-01,Breast Neoplasms
7554,NCT02917239,2016-09-01,Multiple Myeloma
7555,NCT02958202,2016-09-01,Duchenne Muscular Dystrophy
7556,NCT02977832,2016-09-01,Benign Prostatic Hypertrophy With Outflow Obstruction
7557,NCT02977832,2016-09-01,Benign Prostatic Hyperplasia
7558,NCT01815840,2016-08-31,Basal Cell Carcinoma
7559,NCT02329769,2016-08-31,Duchenne Muscular Dystrophy
7560,NCT01672853,2016-08-24,Primary Sclerosing Cholangitis (PSC)
7561,NCT01389596,2016-08-10,"Epilepsy, Partial Seizures"
7562,NCT01574716,2016-08-02,Metastatic Soft Tissue Sarcoma
7563,NCT00022516,2016-08-01,Breast Cancer
7564,NCT00617981,2016-08-01,Hepatocellular Carcinoma
7565,NCT01602965,2016-08-01,Obesity
7566,NCT01602965,2016-08-01,Overweight
7567,NCT01772576,2016-08-01,Tachycardia
7568,NCT02055833,2016-08-01,Head-neck Cancer
7569,NCT02454504,2016-08-01,Anesthesiology Management
7570,NCT02517021,2016-08-01,Chemotherapy-Induced Nausea and Vomiting
7571,NCT02547831,2016-08-01,Desmoid-type Fibromatosis
7572,NCT02573220,2016-08-01,Stage IVA Colorectal Cancer
7573,NCT02573220,2016-08-01,Stage IVB Colorectal Cancer
7574,NCT02586974,2016-08-01,Hypothermia
7575,NCT02641015,2016-08-01,Urinary Tract Infections
7576,NCT02641015,2016-08-01,Bacterial Resistance
7577,NCT03050203,2016-07-30,Bone Diseases
7578,NCT03050203,2016-07-30,Spine Cancer
7579,NCT03050203,2016-07-30,Spine Osteoarthritis
7580,NCT01743482,2016-07-27,Germ Cell Tumors
7581,NCT01743482,2016-07-27,Measurable Disease
7582,NCT01990248,2016-07-26,Malignant Melanoma
7583,NCT01074047,2016-07-25,Acute Myeloid Leukemia
7584,NCT02668588,2016-07-19,Seroma
7585,NCT02546544,2016-07-15,Relapsed Ewing Sarcoma
7586,NCT02546544,2016-07-15,Refractory Ewing Sarcoma
7587,NCT00689936,2016-07-14,Multiple Myeloma
7588,NCT02283268,2016-07-06,Von Willebrand Disease
7589,NCT01941940,2016-07-05,Rheumatoid Arthritis
7590,NCT01035190,2016-07-01,Bronchopulmonary Dysplasia
7591,NCT01383148,2016-07-01,Non-Small-Cell Lung Carcinoma
7592,NCT01412307,2016-07-01,Recurrent Adult Hodgkin Lymphoma
7593,NCT01511263,2016-07-01,Primary Amyloidosis of Light Chain Type
7594,NCT01848184,2016-07-01,Hernia
7595,NCT01949805,2016-07-01,Polycythemia Vera
7596,NCT01975155,2016-07-01,Celiac Disease
7597,NCT02028728,2016-07-01,Coronary Artery Diseases
7598,NCT02423291,2016-07-01,Primary Mediastinal Large B Cell Lymphoma
7599,NCT02699281,2016-07-01,Chronic Pain
7600,NCT02748603,2016-07-01,Non ST Elevation Acute Coronary Syndromes
7601,NCT02748603,2016-07-01,Stable Coronary Syndromes
7602,NCT02748603,2016-07-01,NSTEMI
7603,NCT02748603,2016-07-01,Unstable Angina
7604,NCT02858739,2016-07-01,Coronary Artery Disease
7605,NCT02950389,2016-07-01,Complication of Hemodialysis
7606,NCT02985528,2016-07-01,Chest Disorders
7607,NCT01004575,2016-06-30,Coronary Artery Disease
7608,NCT01004575,2016-06-30,"Angioplasty, Transluminal, Percutaneous Coronary"
7609,NCT03208114,2016-06-30,Breastfeeding
7610,NCT01351415,2016-06-25,Non-Squamous Non-Small Cell Lung Cancer
7611,ISRCTN14884587,2016-06-20,Cardiac surgery
7612,NCT01980888,2016-06-16,Chronic Lymphocytic Leukemia
7613,2012-005399-32,2016-06-10,Diabetes mellitus NOS
7614,NCT02133508,2016-06-10,Non-Small Cell Lung Cancer
7615,NCT00901511,2016-06-01,Autoimmune Pulmonary Alveolar Proteinosis
7616,NCT01067690,2016-06-01,Kaposi's Sarcoma
7617,NCT01097915,2016-06-01,Dysgeusia
7618,NCT01492101,2016-06-01,Locally Recurrent Breast Cancer
7619,NCT01492101,2016-06-01,Metastatic Breast Cancer
7620,NCT01505946,2016-06-01,Severe Hemophilia A With Inhibitor
7621,NCT01773408,2016-06-01,"Myelogenous Leukemia, Acute"
7622,NCT01895569,2016-06-01,Type 2 Diabetes Mellitus
7623,NCT01997229,2016-06-01,Refractory Generalized Myasthenia Gravis
7624,NCT02064751,2016-06-01,Heart Failure
7625,NCT02128269,2016-06-01,Antiphospholipid (aPL)-Positive
7626,NCT02299089,2016-06-01,Acromegaly
7627,NCT02299089,2016-06-01,Neuroendocrine Tumors
7628,NCT02393781,2016-06-01,Severe Sepsis
7629,NCT02393781,2016-06-01,Septic Shock
7630,NCT02797041,2016-06-01,Multiple Myeloma
7631,NCT02803840,2016-06-01,Lymphoma
7632,NCT03035721,2016-06-01,Safety Issues
7633,NCT03035721,2016-06-01,Infant Nutrition Disorders
7634,NCT01152606,2016-05-31,Breast Cancer
7635,NCT01607957,2016-05-23,Colorectal Cancer
7636,NCT01383707,2016-05-18,Colorectal Cancer
7637,NCT01732913,2016-05-18,Indolent Non-Hodgkin's Lymphomas
7638,NCT01732926,2016-05-17,Indolent Non-Hodgkin's Lymphomas
7639,NCT02044822,2016-05-17,B-cell Chronic Lymphocytic Leukemia (CLL) With 17p Deletion
7640,NCT01628393,2016-05-11,Relapsing Multiple Sclerosis
7641,NCT03639363,2016-05-02,Hospital Infection
7642,NCT00484341,2016-05-01,Metastatic Adult Soft Tissue Sarcoma
7643,NCT00994825,2016-05-01,Low Cardiac Output Syndrome
7644,NCT01288794,2016-05-01,Liver Cirrhosis
7645,NCT01288794,2016-05-01,Ascites
7646,NCT01311791,2016-05-01,Heart Failure
7647,NCT01311791,2016-05-01,Dilated Cardiomyopathy
7648,NCT01440088,2016-05-01,Soft Tissue Sarcoma
7649,NCT01689233,2016-05-01,Alzheimer's Disease
7650,NCT01756456,2016-05-01,Neurotrophic Keratitis
7651,NCT01756456,2016-05-01,Keratitis
7652,NCT01756456,2016-05-01,Corneal Ulcer
7653,NCT02093962,2016-05-01,Non-small Cell Lung Cancer
7654,NCT02616744,2016-05-01,Breast Cancer
7655,NCT02629380,2016-05-01,Meniscus Lesion
7656,NCT02735811,2016-05-01,Cardiomyopathies
7657,NCT02964728,2016-05-01,Burning Mouth Syndrome
7658,NCT03086603,2016-05-01,Hemodynamics
7659,NCT03086603,2016-05-01,Fluid Therapy
7660,NCT03086603,2016-05-01,"Anesthesia, Spinal"
7661,NCT03086603,2016-05-01,"Monitoring, Intraoperative"
7662,NCT01641939,2016-04-30,Gastric Cancer
7663,NCT01684878,2016-04-28,Ovarian Cancer
7664,NCT01884922,2016-04-28,Refractory Low-grade Gliomas
7665,NCT01884922,2016-04-28,Recurrent Low-grade Gliomas
7666,NCT01968980,2016-04-15,Heterozygous Familial Hypercholesterolemia
7667,NCT00405756,2016-04-01,Newly Diagnosed Multiple Myeloma
7668,NCT00494715,2016-04-01,Diabetes
7669,NCT00985322,2016-04-01,Left Ventricular Hypertrophy
7670,NCT00985322,2016-04-01,Hypertension
7671,NCT01221805,2016-04-01,Deep Venous Thrombosis
7672,NCT01221805,2016-04-01,Pulmonary Embolism
7673,NCT01221805,2016-04-01,D-dimer
7674,NCT01968954,2016-04-01,Hyperlipidemia
7675,NCT02033850,2016-04-01,Mild Cognitive Impairment
7676,NCT02088840,2016-04-01,Complications of Organ Transplant Stem Cells
7677,NCT02088840,2016-04-01,Gram-Negative Bacterial Infections
7678,NCT02102711,2016-04-01,Bronchopulmonary Dysplasia
7679,NCT02102711,2016-04-01,Retinopathy of Prematurity
7680,NCT02138188,2016-04-01,Type 1 Diabetes
7681,NCT02583776,2016-04-01,"Infant, Very Low Birth Weight"
7682,NCT02583776,2016-04-01,Neonatal Hypoglycemia
7683,NCT02821377,2016-04-01,Ascites
7684,NCT02821377,2016-04-01,Cirrhosis
7685,NCT02850497,2016-04-01,Recurrent Angina After Coronary Stent Placement
7686,NCT01096784,2016-03-30,Retinopathy of Prematurity (ROP)
7687,NCT01493843,2016-03-30,Non-Small Cell Lung Cancer
7688,NCT01331837,2016-03-25,Rheumatoid Arthritis
7689,ACTRN12618001102268,2016-03-23,Resistent choroidal neovascularizationWet aged macular degeneration
7690,NCT02187744,2016-03-09,Early Breast Cancer
7691,NCT00717366,2016-03-01,Renal Anemia
7692,NCT01167387,2016-03-01,Surgery
7693,NCT01198717,2016-03-01,Essential Thrombocythemia (ET)
7694,NCT01208714,2016-03-01,Renal Artery Stenosis
7695,NCT01215747,2016-03-01,Amyloidosis
7696,NCT01345318,2016-03-01,Crohn's Disease
7697,NCT01449617,2016-03-01,Carotid Artery Disease
7698,NCT01635452,2016-03-01,Uterine Fibroids
7699,NCT01718106,2016-03-01,Coronary Artery Disease
7700,NCT01755182,2016-03-01,Neuroendocrine Tumors
7701,NCT01760382,2016-03-01,Acute Myocardial Infarction
7702,NCT01810718,2016-03-01,Chronic Graft Versus Host Disease
7703,NCT01864148,2016-03-01,Multiple Sclerosis
7704,NCT01911364,2016-03-01,Chronic Obstructive Pulmonary Disease
7705,NCT01927185,2016-03-01,Vascular Access Complication
7706,NCT01927185,2016-03-01,Perioperative/Postoperative Complications
7707,NCT02197910,2016-03-01,Pre-hypertension
7708,NCT02630407,2016-03-01,"Complete Tear, Knee, Anterior Cruciate Ligament"
7709,NCT02677779,2016-03-01,Diabetic Foot Ulcer
7710,NCT02782962,2016-03-01,Vertigo
7711,NCT02782962,2016-03-01,Unsteadiness
7712,NCT04773496,2016-03-01,Equilibrium
7713,NCT04773496,2016-03-01,"Disorder, Labyrinth"
7714,NCT04773496,2016-03-01,Aging
7715,NCT00678392,2016-02-25,Kidney Neoplasms
7716,NCT01307397,2016-02-24,Malignant Melanoma
7717,2011-002052-14,2016-02-23,Blood and lymphatic system disorders
7718,NCT01769196,2016-02-23,Idiopathic Pulmonary Fibrosis
7719,NCT03844685,2016-02-23,Breast Cancer
7720,NCT00210353,2016-02-17,"Lymphoma, Mucosa-Associated Lymphoid Tissue"
7721,NCT01842477,2016-02-05,"Delayed Union After Fracture of Humerus, Tibial or Femur"
7722,NCT01620255,2016-02-04,Ulcerative Colitis
7723,NCT00657410,2016-02-01,Nonneoplastic Condition
7724,NCT00930553,2016-02-01,"Multiple Sclerosis, Relapsing-Remitting"
7725,NCT01265719,2016-02-01,Glaucoma
7726,NCT01265719,2016-02-01,Ocular Hypertension
7727,NCT01282034,2016-02-01,Knee Chondral Lesion
7728,NCT01282034,2016-02-01,Knee Osteochondral Lesion
7729,NCT01410552,2016-02-01,Tachycardia
7730,NCT01626378,2016-02-01,Behavioral Variant Frontotemporal Dementia (bvFTD)
7731,NCT01738620,2016-02-01,Esophageal Cancer
7732,NCT01738620,2016-02-01,Sleep Disturbance
7733,NCT01738620,2016-02-01,Quality of Life
7734,NCT01864993,2016-02-01,Non Celiac Gluten Sensitivity
7735,NCT01990144,2016-02-01,Diffuse Large B-cell Lymphoma
7736,NCT02000375,2016-02-01,Metastatic Breastcancer
7737,NCT02000375,2016-02-01,Estrogen Receptor Positive Breast Cancer
7738,NCT02000375,2016-02-01,Estrogen Receptor Negative Neoplasm
7739,NCT02000375,2016-02-01,Progesterone Receptor Positive Tumor
7740,NCT02000375,2016-02-01,Progesterone Receptor Negative Neoplasm
7741,NCT02000375,2016-02-01,Androgen Receptor Gene Overexpression
7742,NCT02037789,2016-02-01,Persistent/Chronic Low Back Pain
7743,NCT02105207,2016-02-01,Dyspnea
7744,NCT02105207,2016-02-01,Congestive Heart Failure
7745,NCT02111044,2016-02-01,Acromegaly
7746,NCT02293785,2016-02-01,Cancer Pain
7747,NCT02293785,2016-02-01,Neoplasms
7748,NCT02360254,2016-02-01,Type 1 Diabetes Mellitus
7749,NCT02427984,2016-02-01,Infection and Inflammatory Reaction
7750,NCT02880085,2016-02-01,Femoroacetabular Impingement
7751,NCT02894671,2016-02-01,Group Identification
7752,NCT03191643,2016-01-31,Differentiated Thyroid Cancer
7753,NCT03210766,2016-01-31,FBSS
7754,NCT01632228,2016-01-21,Glioblastoma
7755,NCT00021450,2016-01-01,Prostate Cancer
7756,NCT00727415,2016-01-01,Chronic Lymphocytic Leukemia
7757,NCT00784537,2016-01-01,Hodgkin's Lymphoma
7758,NCT00885677,2016-01-01,Heart Failure
7759,NCT00932893,2016-01-01,"Carcinoma, Non-Small-Cell Lung"
7760,NCT01303172,2016-01-01,Advanced Pancreatic Cancer
7761,NCT01746914,2016-01-01,Disorder Related to Lung Transplantation
7762,NCT01803919,2016-01-01,Urinary Tract Infection
7763,NCT01870609,2016-01-01,Malignant Pleural Mesothelioma
7764,NCT02002273,2016-01-01,Lung Cancer
7765,NCT02109341,2016-01-01,Metastatic Pancreatic Cancer
7766,NCT02186665,2016-01-01,Plaque Psoriasis
7767,NCT02500875,2016-01-01,Infected Surgical Wound
7768,NCT02646280,2016-01-01,Chronic Low Back Pain
7769,NCT02646306,2016-01-01,Shoulder Impingement Syndrome
7770,NCT02888990,2016-01-01,"Leukemia, Lymphoblastic, Acute"
7771,NCT02891473,2016-01-01,Parkinson's Disease
7772,NCT02891512,2016-01-01,Carpal Tunnel Syndrome
7773,NCT05293808,2016-01-01,Acute Coronary Syndrome
7774,NCT05293808,2016-01-01,Diabetes Mellitus
7775,ISRCTN14145737,2015-12-31,Cataracts
7776,NCT04436809,2015-12-31,Breast Neoplasm Female
7777,PACTR201501001014425,2015-12-31,"Ebola Virus Disease,Infections and Infestations"
7778,PACTR201501001014425,2015-12-31,Ebola
7779,NCT01644825,2015-12-29,Ovarian Cancer
7780,NCT00256776,2015-12-01,Multiple Myeloma
7781,NCT00294658,2015-12-01,Myasthenia Gravis
7782,NCT00495287,2015-12-01,Acute Myelogenous Leukemia
7783,NCT00852228,2015-12-01,Metastatic Colorectal Cancer
7784,NCT00852228,2015-12-01,Liver Metastases
7785,NCT00852228,2015-12-01,Hepatic Lesions
7786,NCT00856492,2015-12-01,Breast Cancer
7787,NCT00916890,2015-12-01,Chronic Pain
7788,NCT00932451,2015-12-01,"Carcinoma, Non-Small-Cell Lung"
7789,NCT01041768,2015-12-01,Diabetes Mellitus
7790,NCT01134484,2015-12-01,Multiple Myeloma
7791,NCT01285726,2015-12-01,Chronic Renal Failure
7792,NCT01371760,2015-12-01,Multiple Sclerosis
7793,NCT01371760,2015-12-01,Venous Insufficiency
7794,NCT01433627,2015-12-01,Acute Coronary Syndromes
7795,NCT01433627,2015-12-01,STEMI
7796,NCT01433627,2015-12-01,NSTEMI
7797,NCT01477775,2015-12-01,Acute Coronary Syndrome
7798,NCT01477775,2015-12-01,Coronary Angioplasty
7799,NCT01531751,2015-12-01,Primary Amyloidosis of Light Chain Type
7800,NCT01573091,2015-12-01,Heart Failure
7801,NCT01640067,2015-12-01,Amyotrophic Lateral Sclerosis
7802,NCT01650103,2015-12-01,Hypovolemia
7803,NCT01650103,2015-12-01,Renal Hypoperfusion
7804,NCT01650116,2015-12-01,Hypovolemia During Liver Transplantation
7805,NCT01650116,2015-12-01,Renal Hypoperfusion During Liver Transplantation
7806,NCT01715428,2015-12-01,Type-2 Diabetes
7807,NCT01724333,2015-12-01,Quality of Life
7808,NCT01724333,2015-12-01,Adverse Effects
7809,NCT01724333,2015-12-01,Late Effects
7810,NCT01724333,2015-12-01,Cancer
7811,NCT01724333,2015-12-01,Xerostomia
7812,NCT01751633,2015-12-01,Single Level Stable Thoracolumbar Fracture Type AO A3
7813,NCT01751633,2015-12-01,Multiple Level Stable Thoracolumbar Fracture Type AO A3
